5F72:CK	d1zgka1	99.306	288	2	0	7	294	1	288	0.0	589
5F72:CK	d1k3ia3	26.923	78	51	3	204	279	89	162	0.004	32.7
5NXZ:A	d2w1va_	26.596	282	172	10	19	279	2	269	2.88e-13	63.2
4ZFG:A	d2wnpf_	39.906	213	126	2	9	221	7	217	5.50e-53	165
6DN7:AC	d1sf9a_	43.902	41	23	0	11	51	1	41	0.003	31.2
5ZQN:A	d3ojca1	36.957	46	22	2	148	191	14	54	0.005	30.4
5NV5:ABCD	d2g03a1	64.118	170	61	0	29	198	8	177	1.54e-80	233
6WZQ:ABCD	d2giba1	95.833	96	4	0	42	137	1	96	1.68e-68	196
6V77:AB	d1hyoa2	25.157	159	86	6	118	244	78	235	3.62e-04	35.8
6RGY:AB	d2c2aa1	98.876	89	1	0	1	89	1	89	1.65e-57	173
5A36:AB	d1bkra_	56.604	106	45	1	136	241	2	106	1.33e-39	128
6KBU:AB	d2icua_	95.455	220	0	2	27	246	1	210	4.39e-153	419
5M6X:AH	d1tx4a_	98.980	196	2	0	39	234	1	196	1.97e-142	392
5A74:AB	d1t9ia_	36.620	142	88	2	14	154	11	151	2.94e-25	90.5
5XUM:A	d2wdsa_	40.164	122	56	6	2	108	3	122	8.89e-07	40.8
4YSX:DH	d2h88d_	43.421	76	39	1	81	156	30	101	8.17e-16	63.9
5EXG:AB	d2guda1	25.984	127	72	5	16	140	13	119	0.005	30.0
5NM9:AB	d1ozja_	57.273	110	44	3	25	133	17	124	7.36e-37	118
5D9Z:B	d2dpfa_	41.509	106	61	1	6	110	1	106	6.41e-24	83.6
5MMV:B	e1qtn.1B	25.000	64	47	1	9	71	7	70	0.002	29.3
5H1Y:AB	d1sf9a_	100.000	13	0	0	11	23	1	13	0.002	32.3
6HXN:AB	d1ioma_	23.153	203	134	8	68	259	164	355	1.62e-10	55.5
5UMN:AB	d3ku3a_	35.971	278	162	6	1	267	35	307	3.19e-52	168
6J61:ABCD	d4gt9a_	50.226	221	101	2	5	225	2	213	2.75e-70	211
5VBS:A	d4g1qa1	30.055	183	113	6	41	215	22	197	2.99e-21	87.4
6EDR:AB	d3f6ya_	99.145	234	2	0	3	236	2	235	5.39e-179	486
5NZQ:AB	d1kjqa2	23.810	105	75	3	46	145	2	106	0.003	31.2
5JTF:AB	d4jxqa_	36.932	176	102	3	7	173	5	180	1.23e-27	98.6
5UR3:AB	d2pbka_	100.000	193	0	0	1	193	2	194	5.36e-143	392
6BRO:AC	d2p1ma2	100.000	60	0	0	101	160	1	60	7.23e-41	126
5M2C:AB	d1g8qa_	100.000	89	0	0	4	92	1	89	1.23e-62	180
5M2C:AB	d2z16a_	39.130	46	20	2	49	94	3	40	0.002	30.4
5LTL:AB	d3tn2a_	43.333	60	33	1	15	73	9	68	2.09e-16	62.8
5WOO:AB	d2dt8a_	31.206	282	183	8	7	284	1	275	3.56e-36	125
6CIA:A	d1us0a_	28.966	290	162	10	13	269	11	289	3.20e-18	77.8
6MUQ:A	d2p74a_	27.586	145	81	6	10	141	10	143	0.007	31.6
5CGA:ABCEFH	d3rssa1	23.158	190	115	7	61	230	297	475	0.003	33.5
5CFC:C	e1qqp.12	25.714	245	132	4	1	245	9	203	4.45e-23	89.0
6NJT:AB	d4e3ya_	24.583	240	132	10	11	234	8	214	9.50e-11	55.1
5X0B:A	d1vk1a_	87.069	232	30	0	11	242	1	232	3.24e-138	382
5B5V:ABCDEF	d1pi1a_	95.652	184	8	0	35	218	2	185	1.28e-136	375
4YOE:A	d1l3ka1	100.000	84	0	0	10	93	1	84	2.45e-60	178
4YOE:A	d1l3ka1	34.177	79	52	0	106	184	6	84	3.32e-14	60.5
5EV2:A	d1l3ka1	30.159	63	44	0	115	177	3	65	4.60e-07	41.2
5A4X:A	d1tjxa_	30.682	88	52	3	18	96	25	112	0.002	32.3
5UY9:A	d3ui4a_	43.243	74	34	3	93	160	25	96	2.87e-12	55.1
6F8F:D	d3ivva_	100.000	140	0	0	5	144	1	140	2.67e-103	286
6W9Q:A	d2j97a_	54.054	74	32	1	60	133	27	98	5.39e-25	86.7
6SCR:AB	d3cima_	56.818	88	38	0	23	110	2	89	8.61e-31	101
6UMY:A	d1nwza_	100.000	125	0	0	4	128	1	125	1.75e-93	260
6UY8:AB	d2o9sa_	29.412	51	34	1	12	60	10	60	5.56e-05	33.9
5CKD:AB	d1m1fa_	32.941	85	55	1	8	90	2	86	7.29e-12	52.8
5V02:B	d4j9yb_	91.753	97	0	1	2	98	1	89	6.36e-58	168
5F22:A	d2ahma1	100.000	73	0	0	6	78	1	73	1.08e-48	144
5SZD:ABCDEFGHIJKL	d2ylba_	60.000	60	23	1	7	66	1	59	2.87e-22	76.6
5XQN:AB	d1ucsa_	61.667	60	23	0	4	63	4	63	2.47e-19	68.6
6QSW:AAABBBCCC	d4i8ha_	22.348	264	143	11	29	286	16	223	1.65e-09	51.6
5KO9:A	d2icua_	27.119	236	106	10	42	270	34	210	6.85e-15	66.6
5AYS:AB	d2hxma_	41.629	221	127	2	27	245	3	223	2.65e-56	175
5ELL:AB	d3ojca1	62.931	116	43	0	1	116	1	116	3.85e-53	162
5JX0:ABCD	d2hxma_	21.387	173	118	6	77	234	53	222	0.004	32.0
7JM8:A	d4f01a1	100.000	118	0	0	1	118	5	122	5.82e-85	243
7JM8:A	d4f01a2	100.000	96	0	0	119	214	1	96	3.21e-64	189
5I01:ABCD	d1tzba_	31.148	61	40	1	117	177	81	139	0.005	31.6
5CQE:AB	d2z16a_	88.820	161	10	2	22	182	1	153	1.36e-104	292
5CQE:AB	d1sf9a_	100.000	15	0	0	11	25	1	15	5.83e-05	35.8
6CVO:AB	d4egua_	28.261	92	61	2	18	105	16	106	4.33e-09	47.4
6Y04:AB	d3lasa_	30.055	183	103	6	1	178	3	165	3.31e-20	77.8
4Y4P:1H2H	d1rl6a1	54.667	75	34	0	8	82	1	75	5.61e-24	85.1
5KOL:ABCD	d2a9sa1	38.217	157	83	4	25	171	11	163	1.80e-24	88.6
6VK4:CG	d1mtyg_	51.250	160	78	0	7	166	3	162	3.26e-58	174
5V10:AB	d3r87a_	26.515	132	91	4	11	140	3	130	3.36e-08	44.3
4YBB:CHDH	d2hbaa1	45.098	51	28	0	1	51	1	51	6.76e-09	44.3
5YRE:A	d2guda1	31.111	45	29	1	73	115	52	96	0.001	31.6
5ODC:DJ	d2c6qa_	28.846	104	57	4	48	136	217	318	0.001	32.3
5XVJ:AB	d3ldqb_	41.667	36	17	1	8	43	79	110	0.001	31.2
4YBB:CODO	d1gd8a_	52.381	105	49	1	14	117	1	105	1.12e-31	103
5EEL:ABCDEF	d1lkka_	30.769	104	62	4	19	116	6	105	5.01e-06	37.4
6IS4:A	d1kgsa1	38.202	89	47	2	17	105	15	95	3.90e-12	52.8
5WOF:ABC	d3rjsa_	81.395	86	16	0	17	102	2	87	2.34e-52	154
5XW1:B	d4i8ha_	83.673	98	16	0	1	98	126	223	4.62e-59	175
4ZCN:ABC	d1rwia_	74.699	83	21	0	5	87	90	172	9.34e-38	121
4ZCN:ABC	d1rwia_	75.904	83	19	1	5	87	49	130	1.30e-36	119
4ZCN:ABC	d1rwia_	69.880	83	25	0	5	87	132	214	2.81e-34	112
4ZCN:ABC	d1rwia_	71.233	73	21	0	5	77	174	246	2.88e-30	102
4ZCN:ABC	d1rwia_	67.816	87	19	4	5	87	7	88	2.10e-26	92.4
4Y72:C	d1puca_	52.632	76	27	1	10	76	23	98	2.06e-24	83.2
5D8V:A	d3a38a_	100.000	83	0	0	1	83	1	83	5.53e-60	172
4Z5H:A	d2xi8a_	33.333	48	32	0	11	58	2	49	1.11e-04	31.6
5XKI:AB	d2d1sa_	26.923	104	67	3	14	108	211	314	0.010	31.6
5DZ6:A	d1mlaa2	37.681	69	41	2	122	189	3	70	2.48e-06	39.3
5VYR:AB	d2blna2	40.426	141	82	2	68	206	57	197	5.96e-28	101
5B4H:A	d3i94a_	99.588	243	1	0	6	248	1	243	0.0	498
4Y4Q:AB	d2oqza_	36.923	195	115	5	47	239	23	211	1.64e-39	131
5G5G:A	d1n62a1	38.043	92	41	2	139	229	1	77	4.97e-13	57.8
5AJH:ABC	d3qpaa_	80.412	194	38	0	18	211	1	194	2.82e-115	322
5EO9:B	d1u2ha_	30.233	86	51	4	107	190	3	81	8.48e-04	32.3
5AQC:AB	d1vi6a_	30.108	93	55	4	33	125	38	120	0.003	31.6
6SNK:AB	d1mf7a_	25.000	192	123	8	5	183	6	189	1.21e-05	38.9
5EPP:A	d3qq8a2	100.000	80	0	0	92	171	1	80	3.36e-56	167
5CO4:AB	d3n4ja_	45.098	153	77	2	30	175	2	154	1.66e-42	134
5VH1:A	d4iaua_	22.302	139	92	4	40	173	31	158	0.002	32.0
5D0E:AB	d1fx2a_	28.230	209	106	5	9	174	13	220	2.78e-17	71.6
5W59:A	d1rg8a_	41.667	132	72	3	29	159	14	141	5.90e-28	97.1
6D5B:ABCDEFGHIJKL	d3zuca_	47.651	149	77	1	19	167	6	153	3.07e-44	138
5F6F:AB	d1sf9a_	49.020	51	17	3	11	54	1	49	3.74e-05	36.2
5V3D:AB	d1nkia_	65.441	136	44	1	1	136	1	133	2.03e-53	160
4Z2F:AB	d2ofca_	97.143	140	4	0	3	142	2	141	1.29e-104	290
5YED:A	d4espa_	30.588	85	51	4	11	92	6	85	8.04e-04	32.0
6A4Z:AB	d1nkia_	28.333	120	75	2	4	122	1	110	2.44e-05	36.2
5D6W:ABCD	d2g3ra1	32.143	56	31	2	12	66	4	53	0.004	28.9
6A2Q:A	d3k2za2	46.729	107	54	2	15	118	20	126	2.74e-26	90.1
5IOI:ABCDEF	d1mg4a_	80.808	99	19	0	9	107	3	101	1.23e-57	168
5MR4:AB	d2aska_	48.515	101	48	2	5	102	1	100	1.81e-22	79.0
4UHP:BDFH	d2gyka1	45.977	87	41	2	3	88	1	82	2.21e-23	80.9
5FBZ:BD	d1vbwa_	35.294	68	44	0	5	72	1	68	1.70e-13	54.3
5WG4:G	d3v5wg_	100.000	57	0	0	8	64	1	57	1.61e-38	117
4Y2I:A	d1cc8a_	32.759	58	37	2	3	59	7	63	2.12e-05	33.5
6KGC:B	d2vn6b_	37.037	54	32	2	4	57	3	54	0.003	27.7
5IH2:AB	d2o9sa_	27.451	51	36	1	6	55	11	61	4.97e-06	34.7
5JYS:A	d4aiwa_	40.816	147	76	6	159	296	4	148	6.77e-27	98.2
4ZEV:AB	d2rbka_	25.993	277	171	10	30	293	3	258	2.61e-14	66.2
5YLY:AB	d3w5ha2	53.226	124	58	0	162	285	18	141	1.95e-42	138
5YLY:AB	d3w5ha1	40.310	129	68	2	19	147	3	122	2.73e-30	105
5JZM:ABCDEF	d2rk3a_	24.031	129	75	3	71	198	7	113	6.27e-06	40.4
5HTF:AB	d3ui4a_	36.458	96	46	3	119	205	8	97	1.04e-11	55.5
6RYZ:ABC	d2q6ka1	100.000	163	0	0	1	163	1	163	2.18e-119	334
6RYZ:ABC	d2q6ka2	90.526	95	0	2	177	271	1	86	7.55e-55	167
5WQW:A	d1w66a1	37.838	37	23	0	125	161	68	104	0.005	32.0
5EVC:AB	d1sf9a_	93.750	16	1	0	11	26	1	16	5.48e-05	36.6
5EVC:AB	d3ojca1	42.105	38	22	0	95	132	71	108	0.009	30.0
5T91:A	d1vd6a_	26.877	253	142	8	12	261	1	213	2.16e-13	62.4
5LLK:A	d1u2ca2	96.774	124	4	0	132	255	1	124	4.75e-88	252
4ZBO:ABCD	d3c8wa1	25.725	276	143	14	9	265	18	250	1.54e-05	39.7
4Y4O:1b2b	d1vi6a_	25.000	220	114	5	9	227	10	179	8.29e-14	63.2
5UJD:AB	d1vk1a_	31.343	67	45	1	12	77	10	76	0.002	33.5
5DXZ:A	d1sf9a_	92.857	14	1	0	11	24	1	14	0.005	30.8
5AGR:A	d1wnya_	29.412	85	47	3	144	228	102	173	0.001	33.1
5UF2:A	d1o8ba2	54.167	72	33	0	136	207	1	72	1.56e-22	82.4
6BTD:A	d2v9la_	25.301	83	62	0	125	207	180	262	0.006	31.2
5KVY:AB	d1l3ka1	22.353	85	65	1	120	204	1	84	8.66e-08	43.1
5KVY:AB	d1l3ka1	23.333	60	46	0	28	87	6	65	7.79e-05	35.0
5CHX:AB	d1ik9a1	95.690	116	1	1	5	120	2	113	4.47e-78	224
6NVX:A	e1gk9.1A	36.216	185	116	2	9	192	6	189	2.15e-46	147
5YZP:A	d3rloa1	48.421	95	47	1	20	114	6	98	6.32e-23	84.0
5DAG:A	d1ah7a_	40.476	42	25	0	45	86	177	218	1.70e-05	38.9
5F4B:AB	d3zhoa_	55.556	198	82	4	6	202	2	194	4.24e-67	199
5G1E:AB	d1r6ja_	90.909	77	7	0	100	176	6	82	1.26e-47	146
5G1E:AB	d1r6ja_	29.487	78	50	3	16	93	6	78	0.001	31.2
5YRT:BEHK	d1eexb_	100.000	178	0	0	22	199	1	178	1.14e-130	359
6SDK:ABCD	d1r71a_	37.879	66	36	2	90	153	5	67	1.03e-05	38.1
4Z9H:AB	d2liga_	67.516	157	51	0	29	185	2	158	3.86e-77	223
5HA8:A	d3mcwa_	26.087	184	124	4	15	186	9	192	2.68e-10	52.0
6KUA:ABCDEFGH	d3mcwa_	26.126	111	68	2	55	164	53	150	1.27e-06	41.6
5HWZ:A	d1x8qa_	99.457	184	1	0	1	184	1	184	2.92e-135	370
5LTU:AB	d2fvva1	85.075	134	20	0	8	141	1	134	6.15e-84	239
5GMC:ABCD	d3n4ja_	27.673	159	103	5	12	168	3	151	3.12e-05	37.0
6SQW:AD	d2vfxa_	27.660	94	56	4	31	114	60	151	0.002	32.0
5N8Q:ABC	d4a8ua_	31.579	95	62	3	41	133	30	123	8.31e-07	41.2
6PHE:ABCDEFGHIJKL	d2xw6a_	46.552	116	62	0	19	134	4	119	1.61e-38	123
5XKR:ABCD	d1p6oa_	29.000	100	64	4	9	102	7	105	1.07e-04	35.0
5FT8:BDFHJLNP	d3g0ma_	34.400	125	82	0	18	142	8	132	1.45e-19	74.7
5DMB:A	d2aj7a1	50.000	140	69	1	1	139	1	140	1.81e-47	145
5N4K:AB	d2geca1	41.860	86	44	3	61	142	44	127	4.16e-13	57.8
5EWR:A	d1xbia1	37.000	100	59	2	33	131	9	105	4.40e-19	72.4
6OJO:ABCD	d1sf9a_	93.750	16	1	0	11	26	1	16	1.58e-05	37.0
6VK4:DH	d3ge3e_	29.545	88	54	3	29	114	5	86	7.48e-07	40.0
5YRT:CFIL	d1eexg_	100.000	136	0	0	2	137	2	137	2.43e-99	276
5KZV:A	d1ijya_	27.679	112	72	6	15	122	3	109	3.93e-05	35.4
6FX4:AC	d3h1da_	52.727	110	52	0	6	115	273	382	7.99e-39	129
6S1U:AB	d2hs1a_	28.723	94	60	3	8	101	7	93	7.01e-05	33.9
4Y4O:1W2W	d1i4ja_	96.460	113	1	1	1	113	1	110	4.50e-74	210
6R6N:A	d2ykza_	25.926	54	36	1	51	104	75	124	0.001	31.2
5IJM:A	d2cb8a_	38.889	90	51	1	5	94	1	86	6.87e-17	64.7
5TDT:EH	d3ge3e_	100.000	102	0	0	2	103	1	102	2.52e-73	207
6C4Q:A	e1n13.1B	34.615	52	34	0	47	98	7	58	0.008	28.5
5WBH:ABCDE	d4drib_	100.000	88	0	0	10	97	9	96	3.55e-65	187
6N2U:A	d3tn2a_	29.412	34	24	0	56	89	30	63	4.92e-04	30.8
6BYY:ABCD	d1egwa_	100.000	71	0	0	2	72	1	71	6.34e-50	147
6A77:A	d1u2ha_	27.174	92	64	2	3	91	4	95	6.25e-07	38.9
5HUB:A	d2d8da1	37.838	37	23	0	14	50	3	39	0.001	29.6
4ZAI:A	d3tn2a_	22.414	58	43	1	14	71	12	67	0.003	28.5
5DMB:D	d2btia_	52.727	55	26	0	3	57	3	57	1.75e-20	72.0
6J4F:BF	d2ayda_	58.730	63	21	2	15	74	14	74	1.21e-20	72.8
